created_at,favorite_count,id_str,in_reply_to_user_id_str,is_retweet,retweet_count,source,text,day_of_week,vScore
2018-12-29 21:06:08,109368,1079121410935660544,,False,25809,Twitter for iPhone,"2018 is being called “THE YEAR OF THE WORKER” by Steve Moore, co-author of “Trumponomics.” It was indeed a great year for the American Worker with the “best job market in 50 years, and the lowest unemployment rate ever for blacks and Hispanics and all workers. Big wage gains.”",Saturday,-0.1027
2018-12-29 19:25:47,144416,1079096156708319232,,False,34547,Twitter for iPhone,"For those that naively ask why didn’t the Republicans get approval to build the Wall over the last year, it is because IN THE SENATE WE NEED 10 DEMOCRAT VOTES, and they will gives us “NONE” for Border Security! Now we have to do it the hard way, with a Shutdown. Too bad! @FoxNews",Saturday,0.2924
2018-12-29 18:36:17,129861,1079083702943211520,,False,30224,Twitter for iPhone,"...children in question were very sick before they were given over to Border Patrol. The father of the young girl said it was not their fault, he hadn’t given her water in days. Border Patrol needs the Wall and it will all end. They are working so hard &amp; getting so little credit!",Saturday,-0.2282
2018-12-29 18:30:16,120754,1079082188665171968,,False,29381,Twitter for iPhone,"Any deaths of children or others at the Border are strictly the fault of the Democrats and their pathetic immigration policies that allow people to make the long trek thinking they can enter our country illegally. They can’t. If we had a Wall, they wouldn’t even try! The two.....",Saturday,-0.6996
2018-12-29 16:03:02,142185,1079045134061371392,,False,27736,Twitter for iPhone,"Just had a long and very good call with President Xi of China. Deal is moving along very well. If made, it will be very comprehensive, covering all subjects, areas and points of dispute. Big progress being made!",Saturday,0.8059
2018-12-29 15:52:24,127645,1079042460800696320,,False,30025,Twitter for iPhone,"I am in the White House waiting for the Democrats to come on over and make a deal on Border Security. From what I hear, they are spending so much time on Presidential Harassment that they have little time left for things like stopping crime and our military!",Saturday,-0.6114
2018-12-29 15:42:50,112124,1079040052234203136,,False,32062,Twitter for iPhone,"The Mueller Angry Democrats recently deleted approximately 19,000 Text messages between FBI Agent Lisa Page and her lover, Agent Peter S. These Texts were asked for and INVALUABLE to the truth of the Witch Hunt Hoax. This is a total Obstruction of Justice. All Texts Demanded!",Saturday,0.2481
2018-12-28 14:51:07,113934,1078664648726061056,,False,21412,Twitter for iPhone,Thank you to Sean Parnell for the nice comments on @foxandfriends about the troops wonderful reaction to Melania and I in Iraq and Germany. Great things are happening!,Friday,0.9245
2018-12-28 13:06:13,167219,1078638249562775552,,False,39555,Twitter for iPhone,".....Honduras, Guatemala and El Salvador are doing nothing for the United States but taking our money. Word is that a new Caravan is forming in Honduras and they are doing nothing about it. We will be cutting off all aid to these 3 countries - taking advantage of U.S. for years!",Friday,0.0966
2018-12-28 12:49:26,108226,1078634025412116480,,False,25317,Twitter for iPhone,".....close the Southern Border. Bring our car industry back into the United States where it belongs. Go back to pre-NAFTA, before so many of our companies and jobs were so foolishly sent to Mexico. Either we build (finish) the Wall or we close the Border......",Friday,-0.2062
2018-12-28 12:42:12,101171,1078632205210058752,,False,23743,Twitter for iPhone,"....The United States looses soooo much money on Trade with Mexico under NAFTA, over 75 Billion Dollars a year (not including Drug Money which would be many times that amount), that I would consider closing the Southern Border a “profit making operation.” We build a Wall or.....",Friday,0.296
2018-12-28 12:16:40,156509,1078625779670503424,,False,36288,Twitter for iPhone,We will be forced to close the Southern Border entirely if the Obstructionist Democrats do not give us the money to finish the Wall &amp; also change the ridiculous immigration laws that our Country is saddled with. Hard to believe there was a Congress &amp; President who would approve!,Friday,-0.7345
2018-12-27 23:23:36,181505,1078431231262502912,,False,43776,Twitter for iPhone,"CNN &amp; others within the Fake News Universe were going wild about my signing MAGA hats for our military in Iraq and Germany. If these brave young people ask me to sign their hat, I will sign. Can you imagine my saying NO? We brought or gave NO hats as the Fake News first reported!",Thursday,-0.8384
2018-12-27 22:10:07,127963,1078412737603096576,,False,31411,Twitter for iPhone,"This isn’t about the Wall, everybody knows that a Wall will work perfectly (In Israel the Wall works 99.9%). This is only about the Dems not letting Donald Trump &amp; the Republicans have a win. They may have the 10 Senate votes, but we have the issue, Border Security. 2020!",Thursday,0.7177
2018-12-27 21:26:10,85219,1078401678930558976,,False,19652,Twitter for iPhone,"Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The President says look, this is your neighborhood, you’ve got to stand up to protect yourselves. Don’t always look to America.”",Thursday,-0.0516
2018-12-27 21:13:15,9448,1078398427661250560,,False,2510,Twitter for iPhone,"Brad Blakeman: “The American people understand that we have been played by foreign actors who would rather have us fight their battles for them. The Pesident says look, this is your neighborhood, you’ve got to stand up to protect yourselves. Don’t always look to America.”",Thursday,-0.0516
2018-12-27 21:04:24,180032,1078396200842395648,,False,45971,Twitter for iPhone,I totally agree! https://t.co/KO8E3bfWfn,Thursday,0.474
2018-12-27 21:04:06,146339,1078396126619930624,,False,36526,Twitter for iPhone,There is right now a full scale manhunt going on in California for an illegal immigrant accused of shooting and killing a police officer during a traffic stop. Time to get tough on Border Security. Build the Wall!,Thursday,-0.8955
2018-12-27 20:39:59,105345,1078390057906638848,,False,24285,Twitter for iPhone,"“Border Patrol Agents want the Wall.” Democrat’s say they don’t want the Wall (even though they know it is really needed), and they don’t want ICE. They don’t have much to campaign on, do they? An Open Southern Border and the large scale crime that comes with such stupidity!",Thursday,-0.6996
2018-12-27 19:44:49,82021,1078376171845361664,,False,21143,Twitter for iPhone,"The reason the DACA for Wall deal didn’t get done was that a ridiculous court decision from the 9th Circuit allowed DACA to remain, thereby setting up a Supreme Court case. After ruling, Dems dropped deal - and that’s where we are today, Democrat obstruction of the needed Wall.",Thursday,0.2732
2018-12-27 19:41:45,84827,1078375400974307328,,False,20173,Twitter for iPhone,"The Democrats OBSTRUCTION of the desperately needed Wall, where they almost all recently agreed it should be built, is exceeded only by their OBSTRUCTION of 350 great people wanting &amp; expecting to come into Government after being delayed for more than two years, a U.S. record!",Thursday,0.4075
2018-12-27 19:35:46,8218,1078373893822431232,,False,2339,Twitter for iPhone,"The reason the DACA for Wall deal didn’t get done was that a ridiculous court decision from the 9th Circuit allowed DACA to remain, thereby setting up a Supteme Court case. After ruling, Dems dropped deal - and that’s where we are today, Democrat obstruction of the needed Wall.",Thursday,-0.3612
2018-12-27 12:06:25,131898,1078260814157701120,,False,30543,Twitter for iPhone,"Have the Democrats finally realized that we desperately need Border Security and a Wall on the Southern Border. Need to stop Drugs, Human Trafficking,Gang Members &amp; Criminals from coming into our Country. Do the Dems realize that most of the people not getting paid are Democrats?",Thursday,-0.7269
2018-12-27 11:59:04,169681,1078258964796706816,,False,29624,Twitter for iPhone,"Just returned from visiting our troops in Iraq and Germany. One thing is certain, we have incredible people representing our Country - people that know how to win!",Thursday,0.7345
2018-12-26 20:35:25,222929,1078026520021544960,,False,50449,Twitter for iPhone,.@FLOTUS Melania and I were honored to visit our incredible troops at Al Asad Air Base in Iraq. GOD BLESS THE U.S.A.! https://t.co/rDlhITDvm1,Wednesday,0.8875
2018-12-25 23:18:44,249872,1077705232665272320,,False,46597,Twitter for iPhone,"I hope everyone, even the Fake News Media, is having a great Christmas! Our Country is doing very well. We are securing our Borders, making great new Trade Deals, and bringing our Troops Back Home. We are finally putting America First. MERRY CHRISTMAS!  #MAGA",Tuesday,0.9553
2018-12-25 12:59:08,508372,1077549301449060352,,False,89255,Twitter for iPhone,Merry Christmas!,Tuesday,0.5848
2018-12-24 22:24:13,182064,1077329121745793024,,False,41155,Twitter for iPhone,"I am in the Oval Office &amp; just gave out a 115 mile long contract for another large section of the Wall in Texas. We are already building and renovating many miles of Wall, some complete. Democrats must end Shutdown and finish funding. Billions of Dollars, &amp; lives, will be saved!",Monday,0.4753
2018-12-24 21:14:12,88639,1077311502615490560,,False,17567,Twitter for iPhone,Christmas Eve briefing with my team working on North Korea – Progress being made. Looking forward to my next summit with Chairman Kim! https://t.co/zPTtDbrP0o,Monday,-0.5983
2018-12-24 17:32:44,181975,1077255770725601280,,False,37861,Twitter for iPhone,I am all alone (poor me) in the White House waiting for the Democrats to come back and make a deal on desperately needed Border Security. At some point the Democrats not wanting to make a deal will cost our Country more money than the Border Wall we are all talking about. Crazy!,Monday,0.9678
2018-12-24 17:23:22,156918,1077253411358326784,,False,38834,Twitter for iPhone,"Saudi Arabia has now agreed to spend the necessary money needed to help rebuild Syria, instead of the United States. See? Isn’t it nice when immensely wealthy countries help rebuild their neighbors rather than a Great Country, the U.S., that is 5000 miles away. Thanks to Saudi A!",Monday,-0.1511
2018-12-24 17:10:22,101346,1077250139503452160,,False,25414,Twitter for iPhone,"The Wall is different than the 25 Billion Dollars in Border Security. The complete Wall will be built with the Shutdown money plus funds already in hand. The reporting has been inaccurate on the point. The problem is, without the Wall, much of the rest of Dollars are wasted!",Monday,0.6588
2018-12-24 16:55:32,88352,1077246407554281472,,False,19239,Twitter for iPhone,"I never “lashed out” at the Acting Attorney General of the U.S., a man for whom I have great respect. This is a made up story, one of many, by the Fake News Media!",Monday,0.1007
2018-12-24 15:55:22,125042,1077231267559755776,,False,30509,Twitter for iPhone,"The only problem our economy has is the Fed. They don’t have a feel for the Market, they don’t understand necessary Trade Wars or Strong Dollars or even Democrat Shutdowns over Borders. The Fed is like a powerful golfer who can’t score because he has no touch - he can’t putt!",Monday,0.5255
2018-12-24 15:33:41,156730,1077225810329825280,,False,28409,Twitter for iPhone,AMERICA IS RESPECTED AGAIN!,Monday,-0.0772
2018-12-24 15:23:22,99089,1077223213598429184,,False,28640,Twitter for iPhone,"For all of the sympathizers out there of Brett McGurk remember, he was the Obama appointee who was responsible for loading up airplanes with 1.8 Billion Dollars in CASH &amp;  sending it to Iran as part of the horrific Iran Nuclear Deal (now terminated) approved by Little Bob Corker.",Monday,0.6391
2018-12-24 14:59:23,107536,1077217178322194432,,False,25119,Twitter for iPhone,"....We are substantially subsidizing the Militaries of many VERY rich countries all over the world, while at the same time these countries take total advantage of the U.S., and our TAXPAYERS, on Trade. General Mattis did not see this as a problem. I DO, and it is being fixed!",Monday,0.8834
2018-12-24 14:41:02,98818,1077212559604924416,,False,22190,Twitter for iPhone,"To those few Senators who think I don’t like or appreciate being allied with other countries, they are wrong, I DO. What I don’t like, however, is when many of these same countries take advantage of their friendship with the United States, both in Military Protection and Trade...",Monday,0.4389
2018-12-24 14:31:50,108959,1077210242574942208,,False,25312,Twitter for iPhone,"Virtually every Democrat we are dealing with today strongly supported a Border Wall or Fence. It was only when I made it an important part of my campaign, because people and drugs were pouring into our Country unchecked, that they turned against it. Desperately needed!",Monday,0.3989
2018-12-24 04:54:00,97095,1077064829825966080,,False,21687,Twitter for iPhone,"President @RT_Erdogan of Turkey has very strongly informed me that he will eradicate whatever is left of ISIS in Syria....and he is a man who can do it plus, Turkey is right “next door.” Our troops are coming home!",Monday,0.6126
2018-12-24 04:26:22,78731,1077057874235400192,,False,16102,Twitter for iPhone,"“The President has been remarkable. I do not doubt that he will thrive in this new environment, and he will be a constant reminder of what populism is.” Thank you to Tammy Bruce and Steve Hilton. Presidential Harassment has been with me from the beginning!",Monday,0.5081
2018-12-24 04:05:26,100793,1077052604499353600,,False,24084,Twitter for iPhone,"The most important way to stop gangs, drugs, human trafficking and massive crime is at our Southern Border. We need Border Security, and as EVERYONE knows, you can’t have Border Security without a Wall. The Drones &amp; Technology are just bells and whistles. Safety for America!",Monday,0.8264
2018-12-24 03:47:21,130343,1077048054862278656,,False,26483,Twitter for iPhone,"Mitch McConnell just told a group of people, and me, that he has been in the U.S. Senate for 32 years and the last two have been by far the best &amp; most productive of his career. Tax &amp; Regulation Cuts, VA Choice, Farm Bill, Criminal Justice Reform, Judgeships &amp; much more. Great!",Monday,-0.6249
2018-12-24 03:32:49,89834,1077044397504692224,,False,22085,Twitter for iPhone,"“It should not be the job of America to replace regimes around the world. This is what President Trump recognized in Iraq, that it was the biggest foreign policy disaster of the last several decades, and he’s right...The generals still don’t get the mistake.”  @RandPaul",Monday,0.4201
2018-12-23 21:18:49,109499,1076950276958027776,,False,25269,Twitter for iPhone,"Thanks @RandPaul  “I am very proud of the President. This is exactly what he promised, and I think the people agree with him. We’ve been at war too long and in too many places...spent several trillion dollars on these wars everywhere. He’s different...that’s why he got elected.”",Sunday,0.3147
2018-12-23 20:20:22,97700,1076935567760338944,,False,21647,Twitter for iPhone,".....Bob Corker was responsible for giving us the horrible Iran Nuclear Deal, which I ended, yet he badmouths me for wanting to bring our young people safely back home. Bob wanted to run and asked for my endorsement. I said NO and the game was over. #MAGA I LOVE TENNESSEE!",Sunday,-0.1421
2018-12-23 19:56:37,78531,1076929590050897920,,False,16542,Twitter for iPhone,"Senator Bob Corker just stated that, “I’m so priveledged to serve in the Senate for twelve years, and that’s what I told the people of our state that’s what I’d do, serve for two terms.” But that is Not True - wanted to run but poll numbers TANKED when I wouldn’t endorse him.....",Sunday,-0.9134
2018-12-23 19:45:22,94526,1076926760829243392,,False,22964,Twitter for iPhone,"We signed two pieces of major legislation this week, Criminal Justice Reform and the Farm Bill. These are two Big Deals, but all the Fake News Media wants to talk about is “the mistake” of bringing our young people back home from the Never Ending Wars. It all began 19 years ago!",Sunday,0.0
2018-12-23 17:13:27,79681,1076888530276810752,,False,15980,Twitter for iPhone,Unthinkable devastation from the tsunami disaster in Indonesia. More than two hundred dead and nearly a thousand injured or unaccounted for. We are praying for recovery and healing. America is with you!,Sunday,0.9167
2018-12-23 16:59:22,80994,1076884984873607168,,False,17811,Twitter for iPhone,"I just had a long and productive call with President @RT_Erdogan of Turkey. We discussed ISIS, our mutual involvement in Syria, &amp; the slow &amp; highly coordinated pullout of U.S. troops from the area. After many years they are coming home. We also discussed heavily expanded Trade.",Sunday,0.68
2018-12-23 16:46:47,87099,1076881816462737408,,False,18488,Twitter for iPhone,"I am pleased to announce that our very talented Deputy Secretary of Defense, Patrick Shanahan, will assume the title of Acting Secretary of Defense starting January 1, 2019. Patrick has a long list of accomplishments while serving as Deputy, &amp; previously Boeing. He will be great!",Sunday,0.2732
2018-12-23 14:17:54,143519,1076844349860823040,,False,32373,Twitter for iPhone,"The only way to stop drugs, gangs, human trafficking, criminal elements and much else from coming into our Country is with a Wall or Barrier. Drones and all of the rest are wonderful and lots of fun, but it is only a good old fashioned Wall that works!",Sunday,0.7845
2018-12-23 02:20:32,115831,1076663817831153664,,False,25501,Twitter for iPhone,"When President Obama ingloriously fired Jim Mattis, I gave him a second chance. Some thought I shouldn’t, I thought I should. Interesting relationship-but I also gave all of the resources that he never really had. Allies are very important-but not when they take advantage of U.S.",Sunday,-0.793
2018-12-23 01:59:29,153603,1076658521926656000,,False,33843,Twitter for iPhone,"If anybody but your favorite President, Donald J. Trump, announced that, after decimating ISIS in Syria, we were going to bring our troops back home (happy &amp; healthy), that person would be the most popular hero in America. With me, hit hard instead by the Fake News Media. Crazy!",Sunday,0.0
2018-12-23 01:48:23,86619,1076655729820471296,,False,19476,Twitter for iPhone,"Brett McGurk, who I do not know, was appointed by President Obama in 2015. Was supposed to leave in February but he just resigned prior to leaving. Grandstander? The Fake News is making such a big deal about this nothing event!",Sunday,0.0
2018-12-22 23:58:43,121172,1076628127525294080,,False,23907,Twitter for iPhone,I will not be going to Florida because of the Shutdown - Staying in the White House!  #MAGA,Saturday,0.1635
2018-12-22 21:12:02,64932,1076586181897474048,,False,14231,Twitter for iPhone,Senate adjourns until December 27th.,Saturday,-0.5429
2018-12-22 20:28:21,175583,1076575190899929088,,False,40152,Twitter for iPhone,"I won an election, said to be one of the greatest of all time, based on getting out of endless &amp; costly foreign wars &amp; also based on Strong Borders which will keep our Country safe. We fight for the borders of other countries, but we won’t fight for the borders of our own!",Saturday,0.34
2018-12-22 20:03:58,111130,1076569051768516608,,False,24788,Twitter for iPhone,The crisis of illegal activity at our Southern Border is real and will not stop until we build a great Steel Barrier or Wall. Let work begin!,Saturday,0.4199
2018-12-22 17:02:37,93772,1076523416516263936,,False,17276,Twitter for iPhone,Will be having lunch in White House residence with large group concerning Border Security.,Saturday,-0.4052
2018-12-22 16:30:35,117935,1076515352249597952,,False,25454,Twitter for iPhone,"....going to be there for three months, and that was seven years ago - we never left. When I became President, ISIS was going wild. Now ISIS is largely defeated and other local countries, including Turkey, should be able to easily take care of whatever remains. We’re coming home!",Saturday,0.8503
2018-12-22 16:18:11,90784,1076512233897771008,,False,20944,Twitter for iPhone,"I am in the White House, working hard. News reports concerning the Shutdown and Syria are mostly FAKE. We are negotiating with the Democrats on desperately needed Border Security (Gangs, Drugs, Human Trafficking &amp; more) but it could be a long stay. On Syria, we were originally...",Saturday,0.8478
2018-12-22 02:49:05,150194,1076308614372048896,,False,38165,Twitter for iPhone,OUR GREAT COUNTRY MUST HAVE BORDER SECURITY! https://t.co/ZGcYygMf3a,Saturday,0.7955
2018-12-22 00:16:55,113562,1076270321861312512,,False,16053,Twitter for iPhone,Wishing Supreme Court Justice Ruth Bader Ginsburg a full and speedy recovery!,Saturday,-0.875
2018-12-21 23:23:27,103914,1076256868190834688,,False,22682,Twitter for iPhone,Some of the many Bills that I am signing in the Oval Office right now. Cancelled my trip on Air Force One to Florida while we wait to see if the Democrats will help us to protect America’s Southern Border! https://t.co/ws6LYhKcKl,Friday,0.908
2018-12-21 22:14:14,138611,1076239448461987840,,False,33445,Twitter for iPhone,A design of our Steel Slat Barrier which is totally effective while at the same time beautiful! https://t.co/sGltXh0cu9,Friday,-0.5838
2018-12-21 19:56:05,50890,1076204680202670080,,False,11305,Twitter for iPhone,"Today, it was my honor to sign into law H.R. 7213, the “Countering Weapons of Mass Destruction Act of 2018.” The Act redesignates the @DHSgov Domestic Nuclear Detection Office as the Countering Weapons of Mass Destruction Office. Read more: https://t.co/XCkyc8pGZF https://t.co/TTvGxBww5n",Friday,0.0
2018-12-21 19:28:13,58737,1076197669968728064,,False,13670,Twitter for iPhone,"Today, it was my great honor to sign the #FirstStepAct - a monumental bi-partisan win for the American people! https://t.co/isy6Bt38iK",Friday,0.1027
2018-12-21 15:31:41,113494,1076138140795064320,,False,21550,Twitter for iPhone,I’ve done more damage to ISIS than all recent presidents....not even close!,Friday,-0.505
2018-12-21 15:07:23,130682,1076132028888825856,,False,29590,Twitter for iPhone,The Democrats now own the shutdown!,Friday,0.8105
2018-12-21 14:50:29,80674,1076127773444526080,,False,21921,Twitter for iPhone,"General Anthony Tata, author, “Dark Winter.” I think the President is making the exact right move in Syria. All the geniuses who are protesting the withdrawal of troops from Syria are the same geniuses who cooked the books on ISIS intelligence and gave rise to ISIS.”",Friday,0.0
2018-12-21 14:41:59,78074,1076125633275666432,,False,17274,Twitter for iPhone,"There has never been a president who has been tougher (but fair) on China or Russia - Never, just look at the facts. The Fake News tries so hard to paint the opposite picture.",Friday,0.0
2018-12-21 13:08:06,69834,1076102009185550336,,False,15952,Twitter for iPhone,Thank you @SteveDaines for being willing to go with the so-called nuclear option in order to win on DESPERATELY NEEDED Border Security! Have my total support.,Friday,0.4003
2018-12-21 13:02:35,118887,1076100620581511168,,False,28519,Twitter for iPhone,"Mitch, use the Nuclear Option and get it done! Our Country is counting on you!",Friday,0.0
2018-12-21 12:38:15,93217,1076094498210500608,,False,20751,Twitter for iPhone,"Even President Ronald Reagan tried for 8 years to build a Border Wall, or Fence, and was unable to do so. Others also have tried. We will get it done, one way or the other!",Friday,-0.7667
2018-12-21 12:31:35,104721,1076092817087320064,,False,23238,Twitter for iPhone,Shutdown today if Democrats do not vote for Border Security!,Friday,0.9297
2018-12-21 12:27:47,62604,1076091862673436672,,False,11100,Twitter for iPhone,"House Republican Vote, 217-185.",Friday,0.7835
2018-12-21 12:24:18,81582,1076090986651099136,,False,19337,Twitter for iPhone,"The Democrats, whose votes we need in the Senate, will probably vote against Border Security and the Wall even though they know it is DESPERATELY NEEDED. If the Dems vote no, there will be a shutdown that will last for a very long time. People don’t want Open Borders and Crime!",Friday,-0.3425
2018-12-21 12:19:46,78125,1076089846266036224,,False,17819,Twitter for iPhone,"No matter what happens today in the Senate, Republican House Members should be very proud of themselves. They flew back to Washington from all parts of the World in order to vote for Border Security and the Wall. Not one Democrat voted yes, and we won big. I am very proud of you!",Friday,0.8788
2018-12-21 12:10:36,67948,1076087536240480256,,False,15582,Twitter for iPhone,".....on a Border is only effective in conjunction with a Wall. Properly designed and built Walls work, and the Democrats are lying when they say they don’t. In Israel the Wall is 99.9% successful. Will not be any different on our Southern Border! Hundreds of $Billions saved!",Friday,0.9367
2018-12-21 11:58:29,101281,1076084489422557184,,False,22063,Twitter for iPhone,"The Democrats are trying to belittle the concept of a Wall, calling it old fashioned. The fact is there is nothing else’s that will work, and that has been true for thousands of years. It’s like the wheel, there is nothing better. I know tech better than anyone, &amp; technology.....",Friday,0.9573
2018-12-21 11:50:53,73249,1076082577281347584,,False,16593,Twitter for iPhone,"Senator Mitch McConnell should fight for the Wall and Border Security as hard as he fought for anything. He will need Democrat votes, but as shown in the House, good things happen. If enough Dems don’t vote, it will be a Democrat Shutdown! House Republicans were great yesterday!",Friday,0.9039
2018-12-21 03:20:29,113127,1075954128222871552,,False,28189,Twitter for iPhone,"Soon to be Speaker Nancy Pelosi said, last week live from the Oval Office, that the Republicans didn’t have the votes for Border Security. Today the House Republicans voted and won, 217-185. Nancy does not have to apologize. All I want is GREAT BORDER SECURITY!",Friday,0.7703
2018-12-21 03:13:54,125268,1075952474673041408,,False,28351,Twitter for iPhone,Thank you to our GREAT Republican Members of Congress for your VOTE to fund Border Security and the Wall. The final numbers were 217-185 and many have said that the enthusiasm was greater than they have ever seen before. So proud of you all. Now on to the Senate!,Friday,0.7371
2018-12-20 22:21:07,75018,1075878793393463296,25073877.0,False,15917,Twitter for iPhone,....equipment. General Mattis was a great help to me in getting allies and other countries to pay their share of military obligations. A new Secretary of Defense will be named shortly. I greatly thank Jim for his service!,Thursday,0.0
2018-12-20 22:21:07,90865,1075878792168685568,,False,20654,Twitter for iPhone,"General Jim Mattis will be retiring, with distinction, at the end of February, after having served my Administration as Secretary of Defense for the past two years. During Jim’s tenure, tremendous progress has been made, especially with respect to the purchase of new fighting....",Thursday,-0.9078
2018-12-20 21:48:15,93654,1075870519046610944,,False,24228,Twitter Media Studio,"Democrats, it is time to come together and put the SAFETY of the AMERICAN PEOPLE before POLITICS. Border security must become a #1 priority! https://t.co/Wck6UpQGil",Thursday,0.9588
2018-12-20 20:14:35,132284,1075846949427908608,,False,36226,Twitter for iPhone,Farm Bill signing in 15 minutes! #Emmys #TBT https://t.co/KtSS17xvIn,Thursday,-0.778
2018-12-20 19:22:19,118087,1075833793720795136,,False,25228,Twitter for iPhone,"So hard to believe that Lindsey Graham would be against saving soldier lives &amp; billions of $$$. Why are we fighting for our enemy, Syria, by staying &amp; killing ISIS for them, Russia, Iran &amp; other locals? Time to focus on our Country &amp; bring our youth back home where they belong!",Thursday,0.7088
2018-12-20 19:16:07,64910,1075832235318804480,,False,13689,Twitter for iPhone,Congress just passed the Criminal Justice Reform Bill known as the #FirstStepAct. Congratulations! This is a great bi-partisan achievement for everybody. When both parties work together we can keep our Country safer. A wonderful thing for the U.S.A.!!,Thursday,0.922
2018-12-20 15:28:54,119968,1075775054099542016,,False,30304,Twitter for iPhone,"When I begrudgingly signed the Omnibus Bill, I was promised the Wall and Border Security by leadership. Would be done by end of year (NOW). It didn’t happen! We foolishly fight for Border Security for other countries - but not for our beloved U.S.A. Not good!",Thursday,-0.8459
